frequency_mode,seed,K,sigma_omega,rho,max_delta,Lambda_K,eta,t_f_num,phi_bar_tf,T_eta_pred,T_eta_sim,relative_error,fast_threshold_reached,hitting_threshold_reached,locked_profile_residual,sphere_norm_error
gaussian,2,12.0,0.32,0.06973827296390182,0.8368592755668219,0.008543181457883634,0.82,0.0,0.8499999999999999,7.058925611537463,7.060093580493754,0.00016543250354610967,True,True,1.3655743202889425e-14,6.569795818478497e-10
gaussian,2,12.0,0.36,0.07845555708438955,0.9414666850126745,0.010815785209156957,0.82,0.0,0.8499999999999998,5.5757100599603255,5.576760942387148,0.00018843956871722456,True,True,4.873879078104437e-14,7.537646062871772e-10
gaussian,3,6.0,0.2,0.09453040025478184,0.567182401528691,0.006680254300695515,0.82,0.0,0.8499999999999999,9.027453100219256,9.053944354588264,0.002925935187085915,True,True,2.3592239273284576e-16,5.644839040641614e-10
gaussian,3,6.0,0.24,0.11343648030573816,0.680618881834429,0.009628230095915345,0.82,0.0,0.85,6.26342347412853,6.289583243474968,0.004159221419571319,True,True,1.1102230246251565e-16,6.471269076158137e-10
gaussian,3,6.0,0.28,0.13234256035669453,0.7940553621401673,0.013119087019275267,0.82,0.0,0.85,4.5967895714437,4.622581168249912,0.005579479487209724,True,True,2.9004576518332215e-15,8.160603304219194e-10
gaussian,3,6.0,0.32,0.15124864040765093,0.9074918424459055,0.017156332472447515,0.82,0.0,0.8500000000000002,3.515068415345543,3.5404554505677313,0.007170556324361363,True,True,6.245004513516506e-16,1.0700199615243378e-09
gaussian,3,6.0,0.36,0.17015472045860727,1.0209283227516437,0.021744064474068417,0.82,0.0,0.8499999999999999,2.773431916051676,2.798373170212186,0.008912769185325955,True,True,2.6645352591003757e-15,1.1001297650636843e-09
gaussian,3,7.5,0.2,0.07562432020382547,0.567182401528691,0.005340279187529169,0.82,0.0,0.85,11.29260854711401,11.314039442770124,0.0018941860477433695,True,True,1.609823385706477e-14,5.429902083520233e-10
gaussian,3,7.5,0.24,0.09074918424459053,0.680618881834429,0.0076944207806270955,0.82,0.0,0.8499999999999999,7.83758571521115,7.858827941539675,0.0027029763835704967,True,True,2.914335439641036e-16,6.001227292884437e-10
gaussian,3,7.5,0.28,0.10587404828535564,0.7940553621401673,0.010480088848969176,0.82,0.0,0.8499999999999999,5.7543102225701475,5.77534658622535,0.0036424417723043344,True,True,3.2612801348363973e-15,6.847699074441493e-10
